Phylum,Class,Order,Family,Genus,Species,OTU,CGH0116_C2D1,CGH0116_JX,CKH0135_JX,CWZ0121_JX,CWZ0121_PD,DGN16SxfsMAaA_12_117,DGN16SxfsMAaA_12_122,DGN16SxfsMAaA_13_114,DGN16SxfsMAaA_16_119,DGN16SxfsMAaA_17_112,DGN16SxfsMAaA_18_115,DGN16SxfsMCaB_19_109,DGN16SxfsMCaB_20_109,DGN16SxfsMCaB_21_109,DGN16SxfsMCaB_22_109,FMS0129_JX,FQT0113_C2D15,FQT0113_JX,FW0124_JX,GXJ0103_C6,GXJ0103_C8D15,GZL0140_JX,HAH0115_JX,HM0120_JX,HSR0114_JX,JFQ0138_JX,LGZ0123_JX,LJK0127_JX,LMS0134_JX,LWM0133_JX,PXX0136_JX,SJH0128_JX,SLM0122_JX,SZL0119_JX,TWH0126_JX,WHYD200513577_A,WHYD200513765_A,WHYD200513766_A,WHYD200513772_A,WHYD200513773_A,WHYD200513783_A,WHYD200513784_A,WHYD200513785_A,WHYD200513786_A,WHYD200513791_A,WHYD200513792_A,WHYD200513795_A,WHYD200513797_A,WHYD200513798_A,WHYD200513799_A,WHYD200513800_A,WHYD200513802_A,WHYD200513812_A,WHYD200513813_A,WHYD200513815_A,WHYD200513822_A,WHYD200716229_A,WHYD200716230_A,WHYD200716245_A,WHYD200716254_A,WY0132_JX,YGF0137_JX,YMS0125_JX,YZR0106_C2,YZR0106_C4,YZY0112_C2D15,ZJD0111_C4uiPD,ZJD0111_JX,ZXL0117_JX
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Haemophilus_parahaemolyticus,OTU2826,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Schaalia_odontolytica,OTU3384,0,0,3,0,2,0,1,0,19,0,0,0,3,2,13,2,0,1,0,1,1,3,2,2,0,1,1,0,1,2,1,2,2,0,2,20,1,2,0,1,1,0,0,1,0,1,3,1,1,1,21,1,0,6,1,2,6,0,1,1,0,2,2,0,8,0,1,4,0
Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Adlercreutzia,uncultured_bacterium_g__Adlercreutzia,OTU5998,0,0,0,0,0,0,5,8,0,0,13,0,0,0,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,2,0,0,1,0,0,4,0,0,0,1,0,0,0,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Eubacterium_ramulus,OTU326,31,5,0,0,0,0,6,5,0,0,3,0,2,0,0,0,0,0,3,2,8,0,0,0,14,1,1,0,0,2,0,0,1,0,0,0,0,9,0,0,3,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,72
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Eubacterium_rectale_ATCC_33656,OTU1548,2503,847,0,2,0,87,225,128,29,59,909,39,458,1340,0,484,5101,0,16,565,736,0,3133,0,154,241,823,422,95,3372,651,248,272,87,0,49,2198,461,1015,1,429,1917,508,2851,116,7,0,191,19,27,0,511,69,1,740,25,4556,143,620,1385,1,0,342,0,0,426,49,68,1130
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,unclassified_g__Agathobacter,OTU267,379,51,0,0,0,2,3,5,0,1,11,0,19,24,0,13,289,0,1,22,10,0,319,0,3,5,35,11,1,53,20,7,6,5,0,11,79,43,127,0,36,217,39,183,5,4,0,32,4,12,0,19,28,0,27,2,107,10,8,18,0,0,2,0,0,12,1,3,56
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,uncultured_bacterium_g__Agathobacter,OTU319,21,5,0,0,1,7,1,2,3,39,0,0,5,15,5,1,0,2,0,2,0,0,12,0,0,1,3,9,0,21,6,0,12,0,6,2,0,3,3,0,0,9,7,8,2,2,0,2,0,0,22,3,1,0,0,0,7,6,2,4,2,0,1,0,1,5,3,2,3
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,uncultured_bacterium_g__Agathobacter,OTU629,14,5,0,0,0,1,0,13,0,0,0,0,0,102,0,2,4,0,0,1,8,0,8,0,2,5,5,0,0,1,0,14,4,0,0,10,11,3,10,0,2,12,10,17,2,0,0,11,5,1,0,3,3,0,2,4,25,3,4,4,0,0,3,0,0,0,0,0,1
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,uncultured_bacterium_g__Agathobacter,OTU6156,450,68,0,0,1,0,2,1,0,2,17,0,19,194,0,21,215,0,1,11,4,0,244,0,16,7,52,1,8,60,58,14,5,18,0,156,435,57,425,0,472,750,413,502,30,10,0,106,109,151,0,51,224,0,270,98,474,12,89,234,0,0,9,0,0,7,1,4,81
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,unclassified_g__Agathobacter,OTU1138,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,2,4,0,0,0,0,0,4,0,20,0,0,12,12,0,0,0,0,2,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter_segnis,OTU3582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,160,0,0,17,0,0,0,0,0,3,0,0,0
Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,unclassified_g__Akkermansia,OTU4667,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,38,14633,0,0,0,346,0,0,0,1,119,0,1,0,0,201,0,7,0,0,0,0,38,1,0,13,0,0,0,0,0,0,0,76,0
Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,uncultured_bacterium_g__Akkermansia,OTU5426,0,0,5,1,0,0,27,393,0,0,865,7659,0,0,0,2,0,8,62,108,1460,0,0,0,340,0,12,0,0,211,0,0,10,0,20082,341,103,0,2,2,180,0,1,375,4,0,0,0,0,3,0,2318,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1661,1
Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia_muciniphila_ATCC_BAA-835,OTU1772,0,0,0,0,0,0,1,0,0,0,3,76,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,unclassified_g__Akkermansia,OTU456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,uncultured_organism_g__Akkermansia,OTU1911,0,0,0,0,0,0,0,1,0,0,1,25,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,32,83,1,0,0,6,1,0,0,4,2,0,0,0,0,0,0,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,22,0
Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,uncultured_bacterium_g__Akkermansia,OTU5350,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,330,0,0,0,23,0,0,0,0,7,0,0,0,0,13,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,56,0
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified_g__Alistipes,OTU1786,0,0,0,0,0,0,10,107,0,0,17,0,0,0,0,0,0,0,0,17,30,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,43,0,0,0,7,0,0,2,0,0,0,0,0,0,0,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes_sp._N15.MGS-157,OTU3007,0,0,0,0,0,0,11,65,0,0,15,0,0,0,0,0,0,0,18,17,37,0,0,0,39,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,39,0,0,3,60,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified_g__Alistipes,OTU1908,0,0,0,0,0,0,1,0,0,0,0,17,0,2,0,0,0,0,11,0,0,0,0,3,24,0,0,0,0,0,0,5,0,0,0,0,0,97,0,0,0,1,0,13,24,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_organism_g__Alistipes,OTU1432,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified_g__Alistipes,OTU2990,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_Alistipes_sp._g__Alistipes,OTU5385,21,565,0,0,0,0,32,150,0,0,117,173,0,1,0,0,0,0,128,107,220,0,0,0,599,0,570,0,0,9,0,196,0,23,6,4,224,267,0,0,309,0,0,820,0,0,0,0,0,0,0,1918,0,0,8,0,0,0,129,0,0,0,0,0,0,0,334,0,364
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes_obesi,OTU5061,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,13,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified_g__Alistipes,OTU6141,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes_finegoldii,OTU3005,6,82,0,0,0,0,71,149,0,0,95,74,0,0,0,0,0,1,78,74,80,0,0,30,81,0,0,0,123,19,0,423,2,0,1,2,47,186,0,1,83,0,28,153,2,0,0,31,0,88,0,398,51,0,21,0,43,7,0,78,0,3,118,0,0,0,122,134,101
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified_g__Alistipes,OTU4779,2,56,0,0,0,0,14,30,0,0,14,114,0,0,0,0,0,0,10,16,10,0,0,0,134,0,164,0,393,18,0,30,1,0,0,1,11,19,0,2,15,0,4,416,3,0,0,32,0,4,1,913,9,0,0,0,3,1,0,2,0,8,440,0,0,0,484,478,8
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified_g__Alistipes,OTU5382,0,12,0,0,0,0,6,4,0,0,1,67,0,0,0,0,0,0,4,2,6,0,0,0,12,0,89,0,18,2,0,28,0,0,0,0,0,2,0,0,1,0,3,31,5,0,0,40,0,1,0,152,5,0,0,0,0,2,0,2,6,69,5,0,0,0,1,0,4
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes_putredinis_DSM_17216,OTU5965,1,16,0,0,0,0,1,4,0,0,1,2,0,0,0,0,0,0,0,1,6,0,0,0,21,0,6,0,0,0,0,9,0,0,0,0,1,9,0,0,9,0,0,49,0,0,0,0,0,0,0,103,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified_g__Alistipes,OTU5402,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,1,0,0,0,3,0,12,0,0,1,0,4,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,5,0,0,0,28,1,0,0,0,0,0,1,0,1,20,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified_g__Alistipes,OTU4977,2,54,0,0,0,0,2,3,0,0,2,26,0,0,0,0,0,0,1,2,8,0,0,0,17,0,32,0,2,1,0,13,0,5,1,0,1,2,0,2,7,0,1,6,0,0,0,2,0,22,0,33,0,0,0,1,1,3,2,6,0,38,22,0,0,0,68,0,48
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified_g__Alistipes,OTU3019,8,127,0,1,0,0,16,78,0,0,27,3432,0,0,0,0,0,0,76,31,37,0,0,1,88,0,2345,0,0,71,0,223,0,0,2,8,23,0,0,4,21,0,87,3289,0,1,1,407,0,1,0,7199,63,0,9,0,0,0,0,0,22,1870,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified_g__Alistipes,OTU6669,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,3,2,0,0,0,0,0,0,1,0,1,9,0,0,0,12,95,4
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes_obesi,OTU3014,0,2,0,0,0,0,33,17,0,0,31,0,0,0,0,0,0,0,20,23,14,0,0,0,114,0,142,0,0,17,0,24,0,0,0,0,25,0,0,0,51,0,1,170,0,0,0,2,0,0,0,46,2,0,3,0,0,0,0,0,0,0,288,0,0,0,0,0,1
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified_g__Alistipes,OTU5186,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,1,0,0,1,0,0,5,0,7,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,11,0,9,1,0,0,0,6,0,0,0,0,8,5,0,0,0,9,28,0
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium_g__Alistipes,OTU2194,0,1,0,0,0,1,3,5,0,0,1,1,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,65,3,0,0,0,0,0,1
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified_g__Alistipes,OTU2777,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes_sp._cv1,OTU3002,0,0,0,0,0,0,12,66,0,0,55,107,0,0,0,0,0,1,26,8,35,0,0,0,0,0,23,0,0,2,0,38,0,0,0,0,23,0,0,0,24,0,3,98,0,0,0,2,0,0,0,103,1,0,2,0,0,0,0,0,8,0,32,0,0,0,0,0,14
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Allisonella,uncultured_bacterium_g__Allisonella,OTU6239,0,0,0,0,0,0,7,2,0,0,7,0,0,0,0,0,0,0,1,2,10,156,0,0,4,0,0,57,0,37,0,0,0,28,0,35,32,21,0,140,6,30,0,0,0,0,0,0,3,0,0,0,0,0,24,14,0,0,53,0,0,11,89,0,0,0,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerofilum,uncultured_bacterium_g__Anaerofilum,OTU4386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,3,6,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Anaeroglobus,Anaeroglobus_geminatus,OTU3838,0,1,19,0,0,0,0,0,2,1,0,0,1,0,0,0,4,1,0,0,0,16,1,0,0,540,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,121,0,7,0,0,0,0,0,0,1,0,0,1,0,2,1,5,0,0,0,5,7,0,0,1
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostignum,uncultured_Firmicutes_bacterium_g__Anaerostignum,OTU1528,0,0,8,0,6,3,0,0,0,1,0,0,6,13,0,1,0,0,0,0,0,0,0,6,0,3,0,0,1,0,0,0,2,0,0,0,0,0,5,4,0,0,0,0,2,2,0,0,0,40,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,2,0,0,1
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,uncultured_bacterium_g__Anaerostipes,OTU4609,43,3,0,0,0,0,0,0,3,35,1,3,5,0,0,1,0,16,0,0,0,39,103,0,8,0,0,0,1,0,8,14,2,0,25,0,0,0,1,1,0,3,4,4,0,0,0,8,0,43,0,4,3,0,0,0,2,0,0,4,2,0,1,0,0,0,0,0,0
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes_hadrus_g__Anaerostipes,OTU1535,390,135,0,0,0,30,8,22,132,866,16,105,309,0,0,43,0,200,3,19,12,1003,1528,60,77,54,13,0,42,5,111,419,95,3,687,7,8,23,60,6,11,61,679,141,23,0,2,166,39,234,0,119,153,0,5,61,30,12,1,68,134,0,43,0,0,0,0,0,27
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,unclassified_g__Anaerostipes,OTU2375,21,2,0,0,0,0,0,0,1,12,1,0,8,0,0,2,0,3,0,0,1,20,45,1,1,1,0,0,0,0,3,3,0,0,1,0,0,0,2,0,1,15,57,6,1,0,0,13,0,10,0,6,23,0,1,0,2,0,0,5,1,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes_caccae_DSM_14662,OTU915,0,0,0,6,10,0,0,0,0,2,0,0,0,16,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,12,2,0,0,1,84,0,0,0,0,0,0,0,0,0,4,1,0,16,0,15,2,0,0
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,unclassified_g__Anaerostipes,OTU665,9,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,1,0,0,0,13,0,0,0,0,6,0,8,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,unclassified_g__Anaerotruncus,OTU1553,0,2,80,0,0,29,2,1,1,0,2,15,0,4,0,3,0,0,0,0,2,0,0,0,8,0,9,8,0,5,0,2,2,0,0,42,4,0,2,3,1,0,3,5,40,0,28,1,0,0,0,1,1,2,1,0,0,1,0,1,11,2,7,0,0,0,8,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,Anaerotruncus_sp._MT15,OTU6519,0,0,0,0,0,0,5,1,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,4,0,6,0,0,0,0,0,0,0,0,1,5,1,0,0,3,0,0,6,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_plebeius,OTU4708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_coprocola_DSM_17136,OTU6686,0,0,0,0,0,0,26,6,0,0,59,0,0,0,0,3,0,0,0,152,96,0,2454,0,3632,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3216,2,0,1714,0,465,0,0,0,0,40,0,301
